,time,latitude,longitude,frpfire,fire_range
7569591,2023-07-04T00:00:00,59.75,239.15,14.610372311683104,10-50
7572175,2023-07-04T00:00:00,59.65,137.55,4.386112371082344,1-5
7572176,2023-07-04T00:00:00,59.65,137.65,5.992572683868218,5-10
7578617,2023-07-04T00:00:00,59.45,61.75,1.940194209200616,1-5
7582964,2023-07-04T00:00:00,59.35,136.45,3.8181792491133955,1-5
7615361,2023-07-04T00:00:00,58.45,136.15,1.2324734244790037,1-5
7618961,2023-07-04T00:00:00,58.35,136.15,8.344079282948409,5-10
7627195,2023-07-04T00:00:00,58.15,239.55,2.2351388588829444,1-5
7659591,2023-07-04T00:00:00,57.25,239.15,1.4930200629080552,1-5
7663177,2023-07-04T00:00:00,57.15,237.75,1.8179714883645168,1-5
7663178,2023-07-04T00:00:00,57.15,237.85,2.647914993922228,1-5
7670929,2023-07-04T00:00:00,56.95,292.95,2.224892642764946,1-5
7670930,2023-07-04T00:00:00,56.95,293.05,24.065434170854274,10-50
7672871,2023-07-04T00:00:00,56.85,127.15,2.0668081655158588,1-5
7674526,2023-07-04T00:00:00,56.85,292.65,8.663907600345869,5-10
7674529,2023-07-04T00:00:00,56.85,292.95,2.542525342422838,1-5
7674530,2023-07-04T00:00:00,56.85,293.05,13.052215589167785,10-50
7676515,2023-07-04T00:00:00,56.75,131.55,1.526686201581473,1-5
7678130,2023-07-04T00:00:00,56.75,293.05,3.1404652401659163,1-5
7683698,2023-07-04T00:00:00,56.55,129.85,1.4271515307209341,1-5
7692509,2023-07-04T00:00:00,56.35,290.95,9.809288187821902,5-10
7692510,2023-07-04T00:00:00,56.35,291.05,23.180600221807293,10-50
7692511,2023-07-04T00:00:00,56.35,291.15,1.2515021115552827,1-5
7694508,2023-07-04T00:00:00,56.25,130.85,1.2339371696387182,1-5
7696110,2023-07-04T00:00:00,56.25,291.05,33.58270519931328,10-50
7696111,2023-07-04T00:00:00,56.25,291.15,27.77602815072871,10-50
7699152,2023-07-04T00:00:00,56.15,235.25,1.12708377297961,1-5
7699711,2023-07-04T00:00:00,56.15,291.15,37.802682494768106,10-50
7699712,2023-07-04T00:00:00,56.15,291.25,3.1536389466033405,1-5
7702752,2023-07-04T00:00:00,56.05,235.25,1.1439168423163188,1-5
7703310,2023-07-04T00:00:00,56.05,291.05,18.143121254652314,10-50
7703311,2023-07-04T00:00:00,56.05,291.15,12.635780091229215,10-50
7706910,2023-07-04T00:00:00,55.95,291.05,12.223735828769785,10-50
7706911,2023-07-04T00:00:00,55.95,291.15,8.892983717841076,5-10
7709185,2023-07-04T00:00:00,55.85,158.55,2.172197817015249,1-5
7709946,2023-07-04T00:00:00,55.85,234.65,1.2690670534718471,1-5
7709947,2023-07-04T00:00:00,55.85,234.75,2.4122520232083104,1-5
7709953,2023-07-04T00:00:00,55.85,235.35,1.8896950011904892,1-5
7712784,2023-07-04T00:00:00,55.75,158.45,2.4825117908745717,1-5
7713554,2023-07-04T00:00:00,55.75,235.45,2.3156448426672007,1-5
7713929,2023-07-04T00:00:00,55.75,272.95,1.6408583240391472,1-5
7719690,2023-07-04T00:00:00,55.55,129.05,1.5954822240880198,1-5
7739305,2023-07-04T00:00:00,55.05,290.55,6.071614922492763,5-10
7746496,2023-07-04T00:00:00,54.85,289.65,1.6064603127858739,1-5
7750095,2023-07-04T00:00:00,54.75,289.55,1.0524327698342084,1-5
7753622,2023-07-04T00:00:00,54.65,282.25,3.042394314465092,1-5
7753651,2023-07-04T00:00:00,54.65,285.15,1.5362005451196126,1-5
7753652,2023-07-04T00:00:00,54.65,285.25,9.654131200892243,5-10
7753653,2023-07-04T00:00:00,54.65,285.35,1.0077885424629365,1-5
7753668,2023-07-04T00:00:00,54.65,286.85,6.009405753204927,5-10
7753669,2023-07-04T00:00:00,54.65,286.95,1.6518364127370013,1-5
7757220,2023-07-04T00:00:00,54.55,282.05,6.8130018458877935,5-10
7757221,2023-07-04T00:00:00,54.55,282.15,12.54502789132696,10-50
7757222,2023-07-04T00:00:00,54.55,282.25,4.760099259389214,1-5
7757225,2023-07-04T00:00:00,54.55,282.55,1.1746554906703075,1-5
7757228,2023-07-04T00:00:00,54.55,282.85,1.8735938044336393,1-5
7757240,2023-07-04T00:00:00,54.55,284.05,8.51533746663492,5-10
7757241,2023-07-04T00:00:00,54.55,284.15,4.339272525971502,1-5
7757261,2023-07-04T00:00:00,54.55,286.15,2.886505454955575,1-5
7757262,2023-07-04T00:00:00,54.55,286.25,23.51287037306232,10-50
7760819,2023-07-04T00:00:00,54.45,281.95,1.0853670359277672,1-5
7760827,2023-07-04T00:00:00,54.45,282.75,1.6415901966190063,1-5
7760828,2023-07-04T00:00:00,54.45,282.85,1.9299479930826209,1-5
7760840,2023-07-04T00:00:00,54.45,284.05,5.471479407010111,5-10
7760841,2023-07-04T00:00:00,54.45,284.15,8.664639472925726,5-10
7760842,2023-07-04T00:00:00,54.45,284.25,15.180501051391623,10-50
7760843,2023-07-04T00:00:00,54.45,284.35,1.378847940450381,1-5
7760856,2023-07-04T00:00:00,54.45,285.65,2.2117189363275216,1-5
7760859,2023-07-04T00:00:00,54.45,285.95,1.0648746036917736,1-5
7760874,2023-07-04T00:00:00,54.45,287.45,9.298441127081793,5-10
7764344,2023-07-04T00:00:00,54.35,274.45,1.5698666837930304,1-5
7764345,2023-07-04T00:00:00,54.35,274.55,4.450517158109751,1-5
7764438,2023-07-04T00:00:00,54.35,283.85,1.469600140352636,1-5
7764439,2023-07-04T00:00:00,54.35,283.95,3.3724688479805494,1-5
7764441,2023-07-04T00:00:00,54.35,284.15,2.077054381633854,1-5
7764442,2023-07-04T00:00:00,54.35,284.25,1.9906934172107427,1-5
7764443,2023-07-04T00:00:00,54.35,284.35,12.468913143021844,10-50
7771677,2023-07-04T00:00:00,54.15,287.75,12.101513107933684,10-50
7771678,2023-07-04T00:00:00,54.15,287.85,10.165710134212208,10-50
7771680,2023-07-04T00:00:00,54.15,288.05,6.092107354728757,5-10
7775277,2023-07-04T00:00:00,54.05,287.75,2.388100228073032,1-5
7778850,2023-07-04T00:00:00,53.95,285.05,7.481201511297133,5-10
7778853,2023-07-04T00:00:00,53.95,285.35,1.5200993483627592,1-5
7778874,2023-07-04T00:00:00,53.95,287.45,8.72245740673442,5-10
7782312,2023-07-04T00:00:00,53.85,271.25,1.5801128999110254,1-5
7782474,2023-07-04T00:00:00,53.85,287.45,4.120442624594293,1-5
7782481,2023-07-04T00:00:00,53.85,288.15,3.026293117708242,1-5
7786042,2023-07-04T00:00:00,53.75,284.25,4.340736271131217,1-5
7789638,2023-07-04T00:00:00,53.65,283.85,1.9292161205027618,1-5
7789646,2023-07-04T00:00:00,53.65,284.65,3.4551704495043793,1-5
7789647,2023-07-04T00:00:00,53.65,284.75,2.7159791438489194,1-5
7793237,2023-07-04T00:00:00,53.55,283.75,5.355111666812867,5-10
7793246,2023-07-04T00:00:00,53.55,284.65,9.375287747966768,5-10
7793247,2023-07-04T00:00:00,53.55,284.75,5.128963039637089,5-10
7796836,2023-07-04T00:00:00,53.45,283.65,13.653082977230293,10-50
7796837,2023-07-04T00:00:00,53.45,283.75,11.329387536184665,10-50
7796850,2023-07-04T00:00:00,53.45,285.05,2.0946193235504182,1-5
7796851,2023-07-04T00:00:00,53.45,285.15,1.6730607175528505,1-5
7800316,2023-07-04T00:00:00,53.35,271.65,1.68477067883056,1-5
7800435,2023-07-04T00:00:00,53.35,283.55,2.2058639556886668,1-5
7800436,2023-07-04T00:00:00,53.35,283.65,4.875003254426748,1-5
7800437,2023-07-04T00:00:00,53.35,283.75,1.6152427837441579,1-5
7803914,2023-07-04T00:00:00,53.25,271.45,1.1973435406458712,1-5
7803915,2023-07-04T00:00:00,53.25,271.55,2.377122139375178,1-5
7803917,2023-07-04T00:00:00,53.25,271.75,2.197813357310242,1-5
7804037,2023-07-04T00:00:00,53.25,283.75,12.9636590070051,10-50
7804038,2023-07-04T00:00:00,53.25,283.85,5.6683531309916155,5-10
7804050,2023-07-04T00:00:00,53.25,285.05,2.4020058070903154,1-5
7804051,2023-07-04T00:00:00,53.25,285.15,1.6518364127370013,1-5
7804052,2023-07-04T00:00:00,53.25,285.25,1.9109193060063419,1-5
7804053,2023-07-04T00:00:00,53.25,285.35,2.134140442862691,1-5
7804055,2023-07-04T00:00:00,53.25,285.55,6.30800976578654,5-10
7804056,2023-07-04T00:00:00,53.25,285.65,30.91063841025577,10-50
7804060,2023-07-04T00:00:00,53.25,286.05,1.646713304678002,1-5
7804068,2023-07-04T00:00:00,53.25,286.85,7.861043380242862,5-10
7807637,2023-07-04T00:00:00,53.15,283.75,4.862561420569179,1-5
7807638,2023-07-04T00:00:00,53.15,283.85,19.49049867416885,10-50
7807653,2023-07-04T00:00:00,53.15,285.35,3.507133402674217,1-5
7807654,2023-07-04T00:00:00,53.15,285.45,3.8211067394328246,1-5
7807660,2023-07-04T00:00:00,53.15,286.05,11.58700668429429,10-50
7807661,2023-07-04T00:00:00,53.15,286.15,4.9101331382598765,1-5
7807666,2023-07-04T00:00:00,53.15,286.65,2.0536344590784346,1-5
7807674,2023-07-04T00:00:00,53.15,287.45,2.388100228073032,1-5
7811117,2023-07-04T00:00:00,53.05,271.75,1.1863654519480171,1-5
7811237,2023-07-04T00:00:00,53.05,283.75,18.49002885750448,10-50
7811238,2023-07-04T00:00:00,53.05,283.85,1.95117229789847,1-5
7814837,2023-07-04T00:00:00,52.95,283.75,4.4666183548666005,1-5
7814852,2023-07-04T00:00:00,52.95,285.25,3.422968055990676,1-5
7816928,2023-07-04T00:00:00,52.85,132.85,1.0685339665910583,1-5
7818438,2023-07-04T00:00:00,52.85,283.85,8.925917983934637,5-10
7818439,2023-07-04T00:00:00,52.85,283.95,2.6391325229639477,1-5
7818440,2023-07-04T00:00:00,52.85,284.05,2.6083938746099555,1-5
7818441,2023-07-04T00:00:00,52.85,284.15,1.1995391583854413,1-5
7818446,2023-07-04T00:00:00,52.85,284.65,1.4461802177972132,1-5
7818448,2023-07-04T00:00:00,52.85,284.85,1.5801128999110254,1-5
7818449,2023-07-04T00:00:00,52.85,284.95,1.2880957405481261,1-5
7822039,2023-07-04T00:00:00,52.75,283.95,7.576344946678532,5-10
7822040,2023-07-04T00:00:00,52.75,284.05,2.037533262321581,1-5
7822041,2023-07-04T00:00:00,52.75,284.15,1.2485746212358535,1-5
7822045,2023-07-04T00:00:00,52.75,284.55,2.1846396508728176,1-5
7822059,2023-07-04T00:00:00,52.75,285.95,1.6972125126881288,1-5
7875909,2023-07-04T00:00:00,51.25,270.95,1.6181702740635835,1-5
7883129,2023-07-04T00:00:00,51.05,272.95,3.464684793042519,1-5
7886729,2023-07-04T00:00:00,50.95,272.95,1.5669391934736012,1-5
8259622,2023-07-04T00:00:00,40.55,122.25,6.085520501510043,5-10
8370239,2023-07-04T00:00:00,37.45,23.95,1.2617483276732777,1-5
8463857,2023-07-04T00:00:00,34.85,25.75,3.141197112745772,1-5
8479352,2023-07-04T00:00:00,34.45,135.25,2.749645282522337,1-5
8556035,2023-07-04T00:00:00,32.35,243.55,2.5791189714156815,1-5
8582877,2023-07-04T00:00:00,31.55,47.75,1.2258865712602898,1-5
8616020,2023-07-04T00:00:00,30.65,122.05,2.4042014248298855,1-5
8619621,2023-07-04T00:00:00,30.55,122.15,1.2266184438401488,1-5
8619623,2023-07-04T00:00:00,30.55,122.35,5.695432416446323,5-10
8626819,2023-07-04T00:00:00,30.35,121.95,2.2812468314139274,1-5
8630419,2023-07-04T00:00:00,30.25,121.95,1.247110876076139,1-5
8660708,2023-07-04T00:00:00,29.45,270.85,3.7918318362385506,1-5
8675091,2023-07-04T00:00:00,29.05,269.15,4.4373434516723265,1-5
8738608,2023-07-04T00:00:00,27.25,140.85,1.4205646775022238,1-5
8795324,2023-07-04T00:00:00,25.65,52.45,5.166288541209788,5-10
8813328,2023-07-04T00:00:00,25.15,52.85,2.301739263649921,1-5
8826224,2023-07-04T00:00:00,24.85,262.45,4.235346619631823,1-5
8829823,2023-07-04T00:00:00,24.75,262.35,5.77081529217158,5-10
8833423,2023-07-04T00:00:00,24.65,262.35,6.321183472223964,5-10
8837023,2023-07-04T00:00:00,24.55,262.35,7.186256861614808,5-10
8844084,2023-07-04T00:00:00,24.35,248.45,2.23806634920237,1-5
8983106,2023-07-04T00:00:00,20.45,110.65,1.0612152407924889,1-5
8986705,2023-07-04T00:00:00,20.35,110.55,5.565890969811651,5-10
8993904,2023-07-04T00:00:00,20.15,110.45,4.503943856439303,1-5
9151623,2023-07-04T00:00:00,15.75,42.35,1.1622136568127424,1-5
9242436,2023-07-04T00:00:00,13.25,123.65,3.7801218749608374,1-5
9373764,2023-07-04T00:00:00,9.65,296.45,1.165141147132168,1-5
9403982,2023-07-04T00:00:00,8.75,78.25,2.0404607526410103,1-5
9794816,2023-07-04T00:00:00,-2.05,281.65,1.0926857617263366,1-5
9835352,2023-07-04T00:00:00,-3.25,15.25,1.190756687427161,1-5
9839110,2023-07-04T00:00:00,-3.35,31.05,4.3546418501484965,1-5
9846163,2023-07-04T00:00:00,-3.55,16.35,1.4051953533252295,1-5
9864165,2023-07-04T00:00:00,-4.05,16.55,3.696688400857152,1-5
9875112,2023-07-04T00:00:00,-4.35,31.25,4.726433120715797,1-5
9885909,2023-07-04T00:00:00,-4.65,30.95,3.08045168861765,1-5
9889461,2023-07-04T00:00:00,-4.75,26.15,1.0634108585320625,1-5
9889484,2023-07-04T00:00:00,-4.75,28.45,1.1951479229063011,1-5
9889485,2023-07-04T00:00:00,-4.75,28.55,1.4395933645785028,1-5
9889510,2023-07-04T00:00:00,-4.75,31.05,1.3905579017280907,1-5
9896657,2023-07-04T00:00:00,-4.95,25.75,3.141197112745772,1-5
9900264,2023-07-04T00:00:00,-5.05,26.45,1.4395933645785028,1-5
9903162,2023-07-04T00:00:00,-5.05,316.25,1.4403252371583584,1-5
9903876,2023-07-04T00:00:00,-5.15,27.65,1.6759882078722796,1-5
9918277,2023-07-04T00:00:00,-5.55,27.75,3.2107250078321776,1-5
9918278,2023-07-04T00:00:00,-5.55,27.85,1.6898937868895594,1-5
9921860,2023-07-04T00:00:00,-5.65,26.05,1.304928809884835,1-5
9921877,2023-07-04T00:00:00,-5.65,27.75,1.68477067883056,1-5
9924761,2023-07-04T00:00:00,-5.65,316.15,3.657167281544883,1-5
9925470,2023-07-04T00:00:00,-5.75,27.05,1.5837722628103101,1-5
9929056,2023-07-04T00:00:00,-5.85,25.65,3.627892378350605,1-5
9932672,2023-07-04T00:00:00,-5.95,27.25,1.0546283875737785,1-5
9936199,2023-07-04T00:00:00,-6.05,19.95,1.0202303763205052,1-5
9943457,2023-07-04T00:00:00,-6.25,25.75,1.0297447198586447,1-5
9943466,2023-07-04T00:00:00,-6.25,26.65,2.6069301294502445,1-5
9943482,2023-07-04T00:00:00,-6.25,28.25,3.380519446358978,1-5
9946353,2023-07-04T00:00:00,-6.25,315.35,1.1944160503264456,1-5
9947071,2023-07-04T00:00:00,-6.35,27.15,1.0590196230529187,1-5
9947088,2023-07-04T00:00:00,-6.35,28.85,2.7928257647338945,1-5
9950660,2023-07-04T00:00:00,-6.45,26.05,2.0214320655647313,1-5
9950664,2023-07-04T00:00:00,-6.45,26.45,1.4842375919497748,1-5
9950666,2023-07-04T00:00:00,-6.45,26.65,1.0846351633479117,1-5
9950669,2023-07-04T00:00:00,-6.45,26.95,1.220763463201294,1-5
9954263,2023-07-04T00:00:00,-6.55,26.35,1.083171418188197,1-5
9954264,2023-07-04T00:00:00,-6.55,26.45,7.054519797240566,5-10
9954269,2023-07-04T00:00:00,-6.55,26.95,1.2610164550934222,1-5
9954277,2023-07-04T00:00:00,-6.55,27.75,1.1300112632990391,1-5
9961352,2023-07-04T00:00:00,-6.75,15.25,1.146112460055889,1-5
9961508,2023-07-04T00:00:00,-6.75,30.85,1.0319403375982148,1-5
9965069,2023-07-04T00:00:00,-6.85,26.95,2.5132504392285604,1-5
9968649,2023-07-04T00:00:00,-6.95,24.95,2.0280189187834416,1-5
9975854,2023-07-04T00:00:00,-7.15,25.45,1.0590196230529187,1-5
9975943,2023-07-04T00:00:00,-7.15,34.35,1.4857013371094858,1-5
9979395,2023-07-04T00:00:00,-7.25,19.55,3.73255015727014,1-5
9979451,2023-07-04T00:00:00,-7.25,25.15,3.567878826802339,1-5
9993829,2023-07-04T00:00:00,-7.65,22.95,4.00553862955676,1-5
9997417,2023-07-04T00:00:00,-7.75,21.75,1.0656064762716326,1-5
10004661,2023-07-04T00:00:00,-7.95,26.15,2.115111755786412,1-5
10008212,2023-07-04T00:00:00,-8.05,21.25,1.4637451597137812,1-5
10008245,2023-07-04T00:00:00,-8.05,24.55,1.8465145189789354,1-5
10011797,2023-07-04T00:00:00,-8.15,19.75,1.1812423438890214,1-5
10015397,2023-07-04T00:00:00,-8.25,19.75,3.1668126530407648,1-5
10018337,2023-07-04T00:00:00,-8.25,313.75,1.323957496961114,1-5
10018997,2023-07-04T00:00:00,-8.35,19.75,6.454384281757918,5-10
10019087,2023-07-04T00:00:00,-8.35,28.75,1.9021368350480579,1-5
10026254,2023-07-04T00:00:00,-8.55,25.45,2.2307476234038006,1-5
10029816,2023-07-04T00:00:00,-8.65,21.65,2.50446796827028,1-5
10033412,2023-07-04T00:00:00,-8.75,21.25,2.4063970425694556,1-5
10036955,2023-07-04T00:00:00,-8.85,15.55,1.811384635145803,1-5
10037049,2023-07-04T00:00:00,-8.85,24.95,1.148308077795459,1-5
10040583,2023-07-04T00:00:00,-8.95,18.35,1.1139100665421857,1-5
10040648,2023-07-04T00:00:00,-8.95,24.85,3.5364083058684948,1-5
10040649,2023-07-04T00:00:00,-8.95,24.95,3.6820509492600166,1-5
10040650,2023-07-04T00:00:00,-8.95,25.05,1.0114479053622212,1-5
10044213,2023-07-04T00:00:00,-9.05,21.35,1.0063247973032254,1-5
10047755,2023-07-04T00:00:00,-9.15,15.55,1.3934853920475199,1-5
10051363,2023-07-04T00:00:00,-9.25,16.35,1.0992726149450505,1-5
10051471,2023-07-04T00:00:00,-9.25,27.15,1.2778495244301311,1-5
10058559,2023-07-04T00:00:00,-9.45,15.95,1.4388614919986473,1-5
10058560,2023-07-04T00:00:00,-9.45,16.05,1.3378630759783938,1-5
10058722,2023-07-04T00:00:00,-9.45,32.25,2.31857233298663,1-5
10062155,2023-07-04T00:00:00,-9.55,15.55,2.149509767039685,1-5
10062322,2023-07-04T00:00:00,-9.55,32.25,1.4403252371583584,1-5
10072945,2023-07-04T00:00:00,-9.85,14.55,1.3817754307698102,1-5
10080153,2023-07-04T00:00:00,-10.05,15.35,3.469807901101518,1-5
10087471,2023-07-04T00:00:00,-10.25,27.15,1.925556757603477,1-5
10134216,2023-07-04T00:00:00,-11.55,21.65,1.9519041704783255,1-5
10138910,2023-07-04T00:00:00,-11.65,131.05,1.0231578666399308,1-5
10288189,2023-07-04T00:00:00,-15.75,298.95,1.1988072858055858,1-5
10313384,2023-07-04T00:00:00,-16.45,298.45,2.535938489204124,1-5
10477646,2023-07-04T00:00:00,-21.05,164.65,1.064142731111918,1-5
10595077,2023-07-04T00:00:00,-24.35,27.75,1.093417634306192,1-5
10656233,2023-07-04T00:00:00,-26.05,23.35,1.321030006641685,1-5
