Nom de domaine;Pays BE;Departement BE;Ville BE;Nom BE;Sous domaine;Type du titulaire;Pays titulaire;Departement titulaire;Domaine IDN;Date de création;Année;Date de retrait du WHOIS
telecom.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/02/1996;1996;
justice.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;16/04/1996;1996;
premier-ministre.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;04/06/1996;1996;
admifrance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;21/06/1996;1996;
finances.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/08/1996;1996;
jeunesse-sports.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;27/08/1996;1996;
tourisme.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;16/09/1996;1996;
ladocfrancaise.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/09/1996;1996;
agriculture.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;30/10/1996;1996;
cerfa.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;03/12/1996;1996;
outre-mer.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;14/01/1997;1997;
equipement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/01/1997;1997;
industrie.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/01/1997;1997;
pme-commerce-artisanat.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/01/1997;1997;
fonction-publique.gouv.fr;FR;75;PARIS;ORDIPAT;gouv.fr;ORG;FR;75;0;29/01/1997;1997;
education.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;31/01/1997;1997;
recherche.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;31/01/1997;1997;
cooperation.gouv.fr;FR;92;CLICHY-LA-GARENNE;OXYD SARL;gouv.fr;ORG;FR;75;0;12/03/1997;1997;
datar.gouv.fr;FR;92;BOULOGNE-BILLANCOURT;INTEGRA;gouv.fr;ORG;FR;75;0;17/03/1997;1997;
interieur.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;17/06/1997;1997;
journal-officiel.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;15/07/1997;1997;
sante.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;30/07/1997;1997;
travail.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;01/12/1997;1997;
defense.gouv.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;gouv.fr;ORG;FR;94;0;19/12/1997;1997;
legifrance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;29/01/1998;1998;
commerce-exterieur.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;20/03/1998;1998;03/11/2018
culture.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;02/04/1998;1998;
internet.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/05/1998;1998;
diplomatie.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;09/07/1998;1998;
pm.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;10/07/1998;1998;
urgence2000.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/07/1998;1998;
an2000.gouv.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;gouv.fr;ORG;FR;75;0;25/11/1998;1998;08/11/2018
inao.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;02/07/1999;1999;
firs.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;06/07/1999;1999;
mer.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/07/1999;1999;
espace.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;16/07/1999;1999;
technologie.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;22/07/1999;1999;31/12/2018
drogues.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;17/11/1999;1999;
cooperation-internationale.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;25/11/1999;1999;
hcci.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;25/11/1999;1999;
pref.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;21/12/1999;1999;
francetresor.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;13/01/2000;2000;18/03/2016
drire.gouv.fr;FR;75;PARIS;GIP RENATER;gouv.fr;ORG;FR;75;0;27/01/2000;2000;
droitsdesjeunes.gouv.fr;FR;75;PARIS;CLARANET SAS;gouv.fr;ORG;FR;78;0;25/02/2000;2000;
allo119.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;02/03/2000;2000;
service-public.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;03/03/2000;2000;23/06/2016
asn.gouv.fr;FR;33;BORDEAUX;NP6 SOLUTIONS SAS;gouv.fr;ORG;FR;75;0;24/03/2000;2000;
effet-de-serre.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;16/06/2000;2000;
civi.gouv.fr;FR;75;PARIS;ONLINE SAS;gouv.fr;ORG;FR;75;0;21/06/2000;2000;23/07/2016
famille-enfance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/06/2000;2000;
iroise-parcnational.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;29;0;28/07/2000;2000;30/03/2017
economie-solidaire.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;01/08/2000;2000;05/01/2018
observatoire-parite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/08/2000;2000;
fonds-cmu.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;12/09/2000;2000;
vitamine.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;;;;0;24/10/2000;2000;26/05/2014
vitamin.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;;;;0;24/10/2000;2000;26/05/2014
metiers.gouv.fr;FR;59;SECLIN CEDEX;WORLDLINE;gouv.fr;ORG;FR;75;0;10/11/2000;2000;23/05/2016
enseignement-professionnel.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;17/11/2000;2000;
logiciels-libres.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;28/11/2000;2000;05/08/2016
maia.gouv.fr;FR;75;PARIS;IP TWINS SAS;gouv.fr;ORG;FR;75;0;28/11/2000;2000;27/11/2017
teleprocedures.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;28/11/2000;2000;05/08/2016
ssi.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;08/12/2000;2000;
cae.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/12/2000;2000;
euro.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/12/2000;2000;
francetech.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/12/2000;2000;
minefi.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/12/2000;2000;
csti.gouv.fr;FR;75;PARIS;GIP RENATER;gouv.fr;ORG;FR;75;0;23/01/2001;2001;
cnig.gouv.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;gouv.fr;ORG;FR;75;0;24/01/2001;2001;
info-routiere.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/03/2001;2001;
civs.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;11/04/2001;2001;
internet-mineurs.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/06/2001;2001;
protection-enfance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/06/2001;2001;
protection-mineurs.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/06/2001;2001;
servicesenligne.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;23/07/2001;2001;05/08/2016
aft.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/09/2001;2001;
aviation-civile.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;91;0;18/09/2001;2001;
gouvernement.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;21/09/2001;2001;
premierministre.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;21/09/2001;2001;
ira-metz.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;57;0;01/10/2001;2001;
anlci.gouv.fr;FR;75;PARIS;INFOCLIP;gouv.fr;ORG;FR;69;0;08/10/2001;2001;
ofpra.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;94;0;17/10/2001;2001;
oncfs.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;26/10/2001;2001;
fiscal.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;29/11/2001;2001;
fiscalite.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;29/11/2001;2001;
fisc.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;29/11/2001;2001;
impot.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;93;0;29/11/2001;2001;
droits-femmes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;02/01/2002;2002;
drogue.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;15/01/2002;2002;
santesport.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;15/01/2002;2002;
apa.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;16/01/2002;2002;15/12/2017
emploisjeunes.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;05/02/2002;2002;18/12/2014
ddm.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;11/02/2002;2002;
cerc.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;13/02/2002;2002;
df.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;04/03/2002;2002;
cira.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;93;0;15/03/2002;2002;09/03/2019
anah.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;13/05/2002;2002;
dif.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;12/06/2002;2002;23/06/2018
frr.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/08/2002;2002;
deel.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;30/08/2002;2002;
dei.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;30/08/2002;2002;
famille.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;18/09/2002;2002;
handicap.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;18/09/2002;2002;
parite.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;19/09/2002;2002;07/01/2018
liberteslocales.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;02/10/2002;2002;
evaluation.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;03/10/2002;2002;
premar-manche.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;50;0;03/10/2002;2002;
pers-agees.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;04/10/2002;2002;
precarite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;25/10/2002;2002;
jeunesse-sport.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/10/2002;2002;
sport.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/10/2002;2002;
sports.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;28/10/2002;2002;
pme.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/11/2002;2002;
info.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/11/2002;2002;
debat-energie.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;21/11/2002;2002;14/12/2014
europe.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;06/12/2002;2002;
retraite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/12/2002;2002;
retraites.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/12/2002;2002;
premar-atlantique.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;29;0;09/12/2002;2002;
cncp.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/01/2003;2003;
expo-universelle.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/01/2003;2003;
nouvelle-caledonie.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;27/01/2003;2003;
cca.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/02/2003;2003;
cetu.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;69;0;20/02/2003;2003;
douane.gouv.fr;FR;93;MONTREUIL SOUS BOIS CEDEX;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS MAGIC ON LINE;gouv.fr;ORG;FR;93;0;17/03/2003;2003;
pacage.gouv.fr;FR;59;SECLIN CEDEX;WORLDLINE;gouv.fr;ORG;FR;75;0;17/03/2003;2003;
solidarite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;15/05/2003;2003;
securiteroutiere.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;23/05/2003;2003;
debatenergies.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;30/05/2003;2003;14/12/2014
douanes.gouv.fr;FR;93;MONTREUIL SOUS BOIS CEDEX;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS MAGIC ON LINE;gouv.fr;ORG;FR;93;0;04/06/2003;2003;
haut-debit.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/07/2003;2003;
hautdebit.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;93;0;11/07/2003;2003;
forum.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;29/07/2003;2003;
forums.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;29/07/2003;2003;
maia31.gouv.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;gouv.fr;ORG;FR;31;0;19/09/2003;2003;27/01/2018
amendes.gouv.fr;FR;59;SECLIN CEDEX;WORLDLINE;gouv.fr;ORG;FR;75;0;13/10/2003;2003;
decentralisation.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;17/10/2003;2003;
ira-lyon.gouv.fr;FR;75;PARIS;DOMAINOO;gouv.fr;ORG;FR;69;0;17/10/2003;2003;
ogm.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;18/11/2003;2003;
agora.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;28/11/2003;2003;
ira-lille.gouv.fr;FR;92;CLICHY-LA-GARENNE;OXYD SARL;gouv.fr;ORG;FR;59;0;05/01/2004;2004;
miviludes.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;14/01/2004;2004;
science.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;05/02/2004;2004;
sciences.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;05/02/2004;2004;
securite-routiere.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;18/02/2004;2004;
igacem.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;19/03/2004;2004;
assurance-maladie.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;27/04/2004;2004;23/06/2018
personnes-agees.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;27/04/2004;2004;
sante-famille-handicap.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;27/04/2004;2004;07/01/2018
logement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;92;0;10/05/2004;2004;
courrier.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;01/06/2004;2004;05/08/2016
cohesionsociale.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;15/06/2004;2004;
cheminsdememoire.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;16/06/2004;2004;
lourdes.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;65;0;30/07/2004;2004;29/03/2017
cnml.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;04/08/2004;2004;
annuaire.gouv.fr;FR;75;PARIS;IP TWINS SAS;gouv.fr;ORG;FR;75;0;13/09/2004;2004;23/09/2016
ecole.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;20/09/2004;2004;
territoires.gouv.fr;FR;92;BOULOGNE-BILLANCOURT;INTEGRA;gouv.fr;ORG;FR;75;0;24/09/2004;2004;
oned.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;01/10/2004;2004;
marchespublics.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;09/11/2004;2004;05/08/2016
victime.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;09/11/2004;2004;
victimes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;09/11/2004;2004;
reforme-assurance-maladie.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;10/11/2004;2004;07/01/2018
sportsdenature.gouv.fr;FR;26;BOURG LES VALENCE;W3LINE;gouv.fr;ORG;FR;7;0;21/12/2004;2004;
competitivite.gouv.fr;FR;92;BOULOGNE-BILLANCOURT;INTEGRA;gouv.fr;ORG;FR;75;0;05/01/2005;2005;
polesdecompetitivite.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;05/01/2005;2005;04/09/2017
admisource.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;06/01/2005;2005;26/05/2014
association.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/01/2005;2005;
associations.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/01/2005;2005;
ca.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;35;0;14/01/2005;2005;
femmesegalite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;26/01/2005;2005;
metiersdugrandage.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;31/01/2005;2005;06/01/2018
femmes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;01/02/2005;2005;
personnesagees.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;01/02/2005;2005;07/01/2018
integration.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/02/2005;2005;
femmes-egalite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/02/2005;2005;
bmpm.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;13;0;11/03/2005;2005;
assises-tourisme.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;11/04/2005;2005;
qualite-tourisme.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;11/04/2005;2005;
ira-nantes.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;44;0;19/04/2005;2005;
adresse.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;;;;0;25/04/2005;2005;26/05/2014
changementadresse.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;;;;0;29/04/2005;2005;26/05/2014
projetsdeurope.gouv.fr;FR;92;BOULOGNE-BILLANCOURT;INTEGRA;gouv.fr;ORG;FR;75;0;20/05/2005;2005;
08victimes.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;31/05/2005;2005;
aquitaine.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;33;0;16/06/2005;2005;14/08/2018
premar-mediterranee.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;83;0;17/06/2005;2005;
sytadin.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;17/06/2005;2005;
apprentissage.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;23/06/2005;2005;
cnfptlv.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;12/07/2005;2005;
actes-etat-civil.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;29/07/2005;2005;26/05/2014
cvq.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;29/07/2005;2005;26/05/2014
etat-civil.gouv.fr;FR;92;BOULOGNE BILLANCOURT;PROSODIE;gouv.fr;ORG;FR;75;0;29/07/2005;2005;17/07/2016
social.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;23/08/2005;2005;
rdvstrategie-tourisme.gouv.fr;DE;99;REGENSBURG;InterNetX GmbH;gouv.fr;ORG;FR;75;0;07/09/2005;2005;
