Nom de domaine;Pays BE;Departement BE;Ville BE;Nom BE;Sous domaine;Type du titulaire;Pays titulaire;Departement titulaire;Domaine IDN;Date de création;Année;Date de retrait du WHOIS
ardennes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
ariege.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aube.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aude.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
aveyron.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
bas-rhin.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
bouches-du-rhone.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
calvados.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cantal.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
charente.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
charente-maritime.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cher.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
correze.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cote-dor.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
cotes-darmor.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
creuse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
deux-sevres.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
dordogne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
haute-corse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
hautes-alpes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/01/2010;2010;
doubs.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
drjscs.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
drome.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
essonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
eure-et-loir.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
eure.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
finistere.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
gard.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
gers.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
gironde.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-garonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-marne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-saone.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-savoie.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
hautes-pyrenees.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haute-vienne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
haut-rhin.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
hauts-de-seine.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
herault.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
ille-et-vilaine.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
indre-et-loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
indre.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
isere.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
jura.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
landes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
loire-atlantique.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
loir-et-cher.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
loiret.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
lot-et-garonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
lot.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
lozere.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
maine-et-loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
manche.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
marne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
mayenne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
meurthe-et-moselle.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
meuse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
morbihan.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
moselle.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
nievre.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
nord.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
oise.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
orne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
paris.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
pas-de-calais.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
permis-de-conduire.gouv.fr;US;99;WILMINGTON;CSC CORPORATE DOMAINS INC.;gouv.fr;ORG;FR;92;0;06/01/2010;2010;
permisdeconduire.gouv.fr;US;99;WILMINGTON;CSC CORPORATE DOMAINS INC.;gouv.fr;ORG;FR;92;0;06/01/2010;2010;
puy-de-dome.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
pyrenees-atlantiques.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
pyrenees-orientales.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
rhone.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
saone.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
sarthe.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
savoie.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
seine-et-marne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
seine-maritime.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
seine-saint-denis.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
somme.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
tarn-et-garonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
tarn.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
val-de-marne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
val-doise.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
var.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
vaucluse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
vendee.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
vienne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
vosges.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
yonne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
yvelines.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;06/01/2010;2010;
dila.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;08/01/2010;2010;
immigration-professionnelle.gouv.fr;FR;6;NICE;DOMAINE.FR;gouv.fr;ORG;FR;75;0;19/01/2010;2010;21/02/2018
esante.gouv.fr;US;99;WILMINGTON;CSC CORPORATE DOMAINS INC.;gouv.fr;ORG;FR;75;0;08/02/2010;2010;
anc.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;22/02/2010;2010;
contrat-alternance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;69;0;01/03/2010;2010;
contrats-alternance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;69;0;01/03/2010;2010;
territoire-de-belfort.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;05/03/2010;2010;
corse-du-sud.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;18/03/2010;2010;
saone-et-loire.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;18/03/2010;2010;
ants.gouv.fr;FR;93;ST OUEN;AGARIK SAS;gouv.fr;ORG;FR;75;0;23/03/2010;2010;
videos.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;25/03/2010;2010;
dgtresor.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;06/04/2010;2010;
radiofrequences.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;23/04/2010;2010;
jardiner-autrement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;30/04/2010;2010;
jardinezautrement.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;30/04/2010;2010;
observatoire-des-territoires.gouv.fr;FR;92;BOULOGNE-BILLANCOURT;INTEGRA;gouv.fr;ORG;FR;75;0;01/06/2010;2010;
carte-musique.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;02/06/2010;2010;
jeunesse-solidarites-actives.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;07/06/2010;2010;
europe-en-france.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;10/06/2010;2010;
conduire-un-deux-roues.gouv.fr;US;99;WILMINGTON;CSC CORPORATE DOMAINS INC.;gouv.fr;ORG;FR;92;0;11/06/2010;2010;
immigration-integration.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;09/07/2010;2010;
plan-cancer.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;30/07/2010;2010;
cofgc.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;31/08/2010;2010;
reseaux-et-canalisations.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;21/10/2010;2010;
alsace.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
auvergne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
basse-normandie.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
bourgogne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
bretagne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
centre.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
champagne-ardenne.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
franche-comte.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
haute-normandie.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
ile-de-france.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
languedoc-roussillon.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
la-reunion.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
limousin.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
lorraine.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
midi-pyrenees.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
nord-pas-de-calais.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
paca.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
paris-idf.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
picardie.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
poitou-charentes.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;12/11/2010;2010;
cab-emploi.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;30/11/2010;2010;04/01/2018
travail-emploi-sante.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/12/2010;2010;
travail-sante.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;10/12/2010;2010;
cab-ville.gouv.fr;FR;92;LA DEFENSE CEDEX;COMPLETEL SAS FRANCE;gouv.fr;ORG;FR;75;0;15/12/2010;2010;04/01/2018
dieccte.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;15/12/2010;2010;
pret-a-taux-zero-plus.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;28/12/2010;2010;
ptz-plus.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;28/12/2010;2010;
agrasc.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;06/01/2011;2011;
formation.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;12/01/2011;2011;
ecoquartier2011.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;13/01/2011;2011;
reate.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;18/01/2011;2011;
dependance.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;20/01/2011;2011;
data.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;23/02/2011;2011;
etalab.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;23/02/2011;2011;
visage-decouvert.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;03/03/2011;2011;
ape.gouv.fr;FR;59;ROUBAIX;OVH;gouv.fr;ORG;FR;75;0;29/03/2011;2011;
orientation-pour-tous.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;26/04/2011;2011;10/03/2019
voteraletranger.gouv.fr;FR;92;CLICHY-LA-GARENNE;OXYD SARL;gouv.fr;ORG;FR;75;0;26/04/2011;2011;
votezaletranger.gouv.fr;FR;92;CLICHY-LA-GARENNE;OXYD SARL;gouv.fr;ORG;FR;75;0;26/04/2011;2011;
conference-rio2012.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;17/06/2011;2011;09/08/2015
innovation.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;23/06/2011;2011;
fei.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/08/2011;2011;16/10/2015
accessibilite.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;12/09/2011;2011;
monconsulat.gouv.fr;FR;92;CLICHY-LA-GARENNE;OXYD SARL;gouv.fr;ORG;FR;75;0;22/09/2011;2011;
dcstep.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;29/09/2011;2011;
import-export.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;03/10/2011;2011;
respirez-mieux.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;03/10/2011;2011;
jeunesses.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;14/10/2011;2011;
communication.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/10/2011;2011;
culturecommunication.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;20/10/2011;2011;
reunion.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;03/11/2011;2011;
info-familles.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;75;0;24/11/2011;2011;
agircontreleharcelementalecole.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;25/11/2011;2011;
disic.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;05/12/2011;2011;
derive-sectaires.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;06/01/2012;2012;09/03/2019
derive-sectes.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;06/01/2012;2012;09/03/2019
derives-sectaires.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;06/01/2012;2012;09/03/2019
derives-sectes.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;06/01/2012;2012;
qualitetransports.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;10/01/2012;2012;
saint-barth-saint-martin.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;10/01/2012;2012;
contreleharcelementalecole.gouv.fr;FR;59;VILLENEUVE D'ASCQ;AVENIR TELEMATIQUE;gouv.fr;ORG;FR;75;0;07/02/2012;2012;19/11/2018
sicc-immigration.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;11/04/2012;2012;
corse.gouv.fr;FR;13;MARSEILLE CEDEX 03;SAFEBRANDS;gouv.fr;ORG;FR;75;0;16/04/2012;2012;
declaration-environnementale.gouv.fr;FR;49;ANGERS;NAMESHIELD;gouv.fr;ORG;FR;33;0;16/04/2012;2012;
kiosque-actu.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;16/04/2012;2012;
kiosque-sig.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;16/04/2012;2012;
projets-sig.gouv.fr;FR;75;PARIS;GANDI;gouv.fr;ORG;FR;75;0;18/04/2012;2012;
parafe.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;75;0;19/04/2012;2012;
info-crise.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;09/05/2012;2012;05/07/2018
infos-crise.gouv.fr;FR;72;SAINT SATURNIN;DIGITAL RURAL INFORMATIQUE;gouv.fr;ORG;FR;75;0;09/05/2012;2012;05/07/2018
geoportail.gouv.fr;FR;75;PARIS 15;ORANGE;gouv.fr;ORG;FR;94;0;16/05/2012;2012;
